"DXXPT81Y.Code.or.Value","DXXPT81Y.Value.Description","DXXPT81Y.Count","DXXPT81Y.Cumulative","DXXPT81Y.Skip.to.Item"
"46.9 to 279.9","Range of Values",3301,3301,NA
".","Missing",407,3708,NA
