"DXXPT58Y.Code.or.Value","DXXPT58Y.Value.Description","DXXPT58Y.Count","DXXPT58Y.Cumulative","DXXPT58Y.Skip.to.Item"
"82.4 to 324.8","Range of Values",3281,3281,NA
".","Missing",427,3708,NA
