"DXXPT32Y.Code.or.Value","DXXPT32Y.Value.Description","DXXPT32Y.Count","DXXPT32Y.Cumulative","DXXPT32Y.Skip.to.Item"
"115.3 to 350.9","Range of Values",3298,3298,NA
".","Missing",410,3708,NA
