"TYXA116.Code.or.Value","TYXA116.Value.Description","TYXA116.Count","TYXA116.Cumulative","TYXA116.Skip.to.Item"
"0.09 to 8.89","Range of Values",8385,8385,NA
".","Missing",84,8469,NA
