"DXXPT90Y.Code.or.Value","DXXPT90Y.Value.Description","DXXPT90Y.Count","DXXPT90Y.Cumulative","DXXPT90Y.Skip.to.Item"
"147.4 to 383.9","Range of Values",3263,3263,NA
".","Missing",445,3708,NA
