"DXXPT59Y.Code.or.Value","DXXPT59Y.Value.Description","DXXPT59Y.Count","DXXPT59Y.Cumulative","DXXPT59Y.Skip.to.Item"
"43.9 to 276","Range of Values",3301,3301,NA
".","Missing",407,3708,NA
