"DXXPT72X.Code.or.Value","DXXPT72X.Value.Description","DXXPT72X.Count","DXXPT72X.Cumulative","DXXPT72X.Skip.to.Item"
"119.1 to 760.2","Range of Values",3292,3292,NA
".","Missing",416,3708,NA
