"DXXPT50Y.Code.or.Value","DXXPT50Y.Value.Description","DXXPT50Y.Count","DXXPT50Y.Cumulative","DXXPT50Y.Skip.to.Item"
"115.6 to 336.2","Range of Values",3241,3241,NA
".","Missing",467,3708,NA
