"DXXPT79X.Code.or.Value","DXXPT79X.Value.Description","DXXPT79X.Count","DXXPT79X.Cumulative","DXXPT79X.Skip.to.Item"
"50.4 to 696.5","Range of Values",3274,3274,NA
".","Missing",434,3708,NA
