"AUXLR136.Code.or.Value","AUXLR136.Value.Description","AUXLR136.Count","AUXLR136.Cumulative","AUXLR136.Skip.to.Item"
"-38 to 124","Range of Values",2754,2754,NA
".","Missing",280,3034,NA
