"CBQ660.Code.or.Value","CBQ660.Value.Description","CBQ660.Count","CBQ660.Cumulative","CBQ660.Skip.to.Item"
"1","Very important",2266,2266,""
"2","Somewhat important",1964,4230,""
"3","Not too important",407,4637,""
"4","Not at all important",142,4779,""
"5","Never buy from a grocery store or supermarket",19,4798,"DBQ750"
"7","Refused",0,4798,""
"9","Don't know",9,4807,""
".","Missing",1215,6022,""
