"DXXPT61X.Code.or.Value","DXXPT61X.Value.Description","DXXPT61X.Count","DXXPT61X.Cumulative","DXXPT61X.Skip.to.Item"
"467.5 to 1052.8","Range of Values",3291,3291,NA
".","Missing",417,3708,NA
