"CIQD031.Code.or.Value","CIQD031.Value.Description","CIQD031.Count","CIQD031.Cumulative","CIQD031.Skip.to.Item"
"1","Yes",56,56,NA
"2","No",51,107,NA
"7","Refuse",0,107,NA
"9","Don't know",2,109,NA
".","Missing",669,778,NA
