"DXXPT90Y.Code.or.Value","DXXPT90Y.Value.Description","DXXPT90Y.Count","DXXPT90Y.Cumulative","DXXPT90Y.Skip.to.Item"
"122.8 to 354.2","Range of Values",3291,3291,NA
".","Missing",417,3708,NA
