"DXXPT5X.Code.or.Value","DXXPT5X.Value.Description","DXXPT5X.Count","DXXPT5X.Cumulative","DXXPT5X.Skip.to.Item"
"548.3 to 1136.4","Range of Values",3281,3281,NA
".","Missing",427,3708,NA
