"DXXPT40X.Code.or.Value","DXXPT40X.Value.Description","DXXPT40X.Count","DXXPT40X.Cumulative","DXXPT40X.Skip.to.Item"
"42.3 to 496.9","Range of Values",2992,2992,NA
".","Missing",716,3708,NA
