"DXXPT54Y.Code.or.Value","DXXPT54Y.Value.Description","DXXPT54Y.Count","DXXPT54Y.Cumulative","DXXPT54Y.Skip.to.Item"
"71.3 to 312.3","Range of Values",3291,3291,NA
".","Missing",417,3708,NA
