"DXXPT33Y.Code.or.Value","DXXPT33Y.Value.Description","DXXPT33Y.Count","DXXPT33Y.Cumulative","DXXPT33Y.Skip.to.Item"
"151.8 to 381.6","Range of Values",3263,3263,NA
".","Missing",445,3708,NA
