"DXXPT1Y.Code.or.Value","DXXPT1Y.Value.Description","DXXPT1Y.Count","DXXPT1Y.Cumulative","DXXPT1Y.Skip.to.Item"
"151.3 to 386","Range of Values",3291,3291,NA
".","Missing",417,3708,NA
