"DXXPT81Y.Code.or.Value","DXXPT81Y.Value.Description","DXXPT81Y.Count","DXXPT81Y.Cumulative","DXXPT81Y.Skip.to.Item"
"76.7 to 261.4","Range of Values",2992,2992,NA
".","Missing",716,3708,NA
