"AUXRR153.Code.or.Value","AUXRR153.Value.Description","AUXRR153.Count","AUXRR153.Cumulative","AUXRR153.Skip.to.Item"
"-28 to 57","Range of Values",1676,1676,NA
".","Missing",131,1807,NA
