"DXXPT45Y.Code.or.Value","DXXPT45Y.Value.Description","DXXPT45Y.Count","DXXPT45Y.Cumulative","DXXPT45Y.Skip.to.Item"
"123.3 to 351.2","Range of Values",3291,3291,NA
".","Missing",417,3708,NA
