"DXXPT66X.Code.or.Value","DXXPT66X.Value.Description","DXXPT66X.Count","DXXPT66X.Cumulative","DXXPT66X.Skip.to.Item"
"591.1 to 1170","Range of Values",3263,3263,NA
".","Missing",445,3708,NA
