"AUXRR151.Code.or.Value","AUXRR151.Value.Description","AUXRR151.Count","AUXRR151.Cumulative","AUXRR151.Skip.to.Item"
"-8 to 35","Range of Values",1878,1878,NA
".","Missing",168,2046,NA
