"DXXPT10Y.Code.or.Value","DXXPT10Y.Value.Description","DXXPT10Y.Count","DXXPT10Y.Cumulative","DXXPT10Y.Skip.to.Item"
"120.9 to 363.5","Range of Values",3301,3301,NA
".","Missing",407,3708,NA
