"CBQ580.Code.or.Value","CBQ580.Value.Description","CBQ580.Count","CBQ580.Cumulative","CBQ580.Skip.to.Item"
"1","Yes",686,686,""
"2","No",3556,4242,"CBQ590"
"7","Refused",0,4242,"CBQ590"
"9","Don't know",13,4255,"CBQ590"
".","Missing",2144,6399,""
