"DXXPT20Y.Code.or.Value","DXXPT20Y.Value.Description","DXXPT20Y.Count","DXXPT20Y.Cumulative","DXXPT20Y.Skip.to.Item"
"113.8 to 292.8","Range of Values",3274,3274,NA
".","Missing",434,3708,NA
