"DXXPT72Y.Code.or.Value","DXXPT72Y.Value.Description","DXXPT72Y.Count","DXXPT72Y.Cumulative","DXXPT72Y.Skip.to.Item"
"115.8 to 370.1","Range of Values",3291,3291,NA
".","Missing",417,3708,NA
