"DXXPT16X.Code.or.Value","DXXPT16X.Value.Description","DXXPT16X.Count","DXXPT16X.Cumulative","DXXPT16X.Skip.to.Item"
"24.2 to 584.8","Range of Values",3194,3194,NA
".","Missing",514,3708,NA
