"DXXPT44Y.Code.or.Value","DXXPT44Y.Value.Description","DXXPT44Y.Count","DXXPT44Y.Cumulative","DXXPT44Y.Skip.to.Item"
"147 to 377","Range of Values",3263,3263,NA
".","Missing",445,3708,NA
