"DXXPT34X.Code.or.Value","DXXPT34X.Value.Description","DXXPT34X.Count","DXXPT34X.Cumulative","DXXPT34X.Skip.to.Item"
"381.8 to 1023.1","Range of Values",3291,3291,NA
".","Missing",417,3708,NA
