"DXXPT52Y.Code.or.Value","DXXPT52Y.Value.Description","DXXPT52Y.Count","DXXPT52Y.Cumulative","DXXPT52Y.Skip.to.Item"
"81.3 to 322.3","Range of Values",3291,3291,NA
".","Missing",417,3708,NA
