"AUXLR116.Code.or.Value","AUXLR116.Value.Description","AUXLR116.Count","AUXLR116.Cumulative","AUXLR116.Skip.to.Item"
"-45 to 37","Range of Values",1139,1139,NA
".","Missing",71,1210,NA
