"DXXPT6Y.Code.or.Value","DXXPT6Y.Value.Description","DXXPT6Y.Count","DXXPT6Y.Cumulative","DXXPT6Y.Skip.to.Item"
"39.6 to 224.5","Range of Values",3274,3274,NA
".","Missing",434,3708,NA
