"AUXLR266.Code.or.Value","AUXLR266.Value.Description","AUXLR266.Count","AUXLR266.Cumulative","AUXLR266.Skip.to.Item"
"-35 to 52","Range of Values",1664,1664,NA
".","Missing",143,1807,NA
