"DXXPT51X.Code.or.Value","DXXPT51X.Value.Description","DXXPT51X.Count","DXXPT51X.Cumulative","DXXPT51X.Skip.to.Item"
"724.8 to 1261.2","Range of Values",3241,3241,NA
".","Missing",467,3708,NA
