"DXXPT15X.Code.or.Value","DXXPT15X.Value.Description","DXXPT15X.Count","DXXPT15X.Cumulative","DXXPT15X.Skip.to.Item"
"587.4 to 1166.1","Range of Values",3263,3263,NA
".","Missing",445,3708,NA
