"DXXPT50X.Code.or.Value","DXXPT50X.Value.Description","DXXPT50X.Count","DXXPT50X.Cumulative","DXXPT50X.Skip.to.Item"
"63.2 to 611.5","Range of Values",3194,3194,NA
".","Missing",514,3708,NA
