"DXXPT9X.Code.or.Value","DXXPT9X.Value.Description","DXXPT9X.Count","DXXPT9X.Cumulative","DXXPT9X.Skip.to.Item"
"405.7 to 988.3","Range of Values",3291,3291,NA
".","Missing",417,3708,NA
