"DXXPT40Y.Code.or.Value","DXXPT40Y.Value.Description","DXXPT40Y.Count","DXXPT40Y.Cumulative","DXXPT40Y.Skip.to.Item"
"121.5 to 354.9","Range of Values",3298,3298,NA
".","Missing",410,3708,NA
