"DXXPT1Y.Code.or.Value","DXXPT1Y.Value.Description","DXXPT1Y.Count","DXXPT1Y.Cumulative","DXXPT1Y.Skip.to.Item"
"112.5 to 303.2","Range of Values",3194,3194,NA
".","Missing",514,3708,NA
