"DXXPT75Y.Code.or.Value","DXXPT75Y.Value.Description","DXXPT75Y.Count","DXXPT75Y.Cumulative","DXXPT75Y.Skip.to.Item"
"62.1 to 305.7","Range of Values",3298,3298,NA
".","Missing",410,3708,NA
