"DXXPT29Y.Code.or.Value","DXXPT29Y.Value.Description","DXXPT29Y.Count","DXXPT29Y.Cumulative","DXXPT29Y.Skip.to.Item"
"76.9 to 313.5","Range of Values",3298,3298,NA
".","Missing",410,3708,NA
