"DXXPT9X.Code.or.Value","DXXPT9X.Value.Description","DXXPT9X.Count","DXXPT9X.Cumulative","DXXPT9X.Skip.to.Item"
"185.2 to 825.3","Range of Values",3301,3301,NA
".","Missing",407,3708,NA
