"CBQ560.Code.or.Value","CBQ560.Value.Description","CBQ560.Count","CBQ560.Cumulative","CBQ560.Skip.to.Item"
"1","Yes",210,210,NA
"2","No",4037,4247,NA
"7","Refused",0,4247,NA
"9","Don't know",8,4255,NA
".","Missing",2144,6399,NA
