"DXXPT56Y.Code.or.Value","DXXPT56Y.Value.Description","DXXPT56Y.Count","DXXPT56Y.Cumulative","DXXPT56Y.Skip.to.Item"
"67.4 to 252.8","Range of Values",2992,2992,NA
".","Missing",716,3708,NA
