"DXXPT29X.Code.or.Value","DXXPT29X.Value.Description","DXXPT29X.Count","DXXPT29X.Cumulative","DXXPT29X.Skip.to.Item"
"236 to 879.6","Range of Values",3301,3301,NA
".","Missing",407,3708,NA
