"DXXPT6X.Code.or.Value","DXXPT6X.Value.Description","DXXPT6X.Count","DXXPT6X.Cumulative","DXXPT6X.Skip.to.Item"
"320.3 to 965.4","Range of Values",3298,3298,NA
".","Missing",410,3708,NA
