"DXXPT24X.Code.or.Value","DXXPT24X.Value.Description","DXXPT24X.Count","DXXPT24X.Cumulative","DXXPT24X.Skip.to.Item"
"42.1 to 494.3","Range of Values",2992,2992,NA
".","Missing",716,3708,NA
