"DXXPT21X.Code.or.Value","DXXPT21X.Value.Description","DXXPT21X.Count","DXXPT21X.Cumulative","DXXPT21X.Skip.to.Item"
"619.6 to 1200.9","Range of Values",3263,3263,NA
".","Missing",445,3708,NA
