"DXXPT80X.Code.or.Value","DXXPT80X.Value.Description","DXXPT80X.Count","DXXPT80X.Cumulative","DXXPT80X.Skip.to.Item"
"4.6 to 566.9","Range of Values",3194,3194,NA
".","Missing",514,3708,NA
