"DXXPT9X.Code.or.Value","DXXPT9X.Value.Description","DXXPT9X.Count","DXXPT9X.Cumulative","DXXPT9X.Skip.to.Item"
"-5.9 to 549.2","Range of Values",3194,3194,NA
".","Missing",514,3708,NA
