"DXXPT94Y.Code.or.Value","DXXPT94Y.Value.Description","DXXPT94Y.Count","DXXPT94Y.Cumulative","DXXPT94Y.Skip.to.Item"
"141.4 to 374.6","Range of Values",3291,3291,NA
".","Missing",417,3708,NA
