"DXXPT94X.Code.or.Value","DXXPT94X.Value.Description","DXXPT94X.Count","DXXPT94X.Cumulative","DXXPT94X.Skip.to.Item"
"8.7 to 569.7","Range of Values",3194,3194,NA
".","Missing",514,3708,NA
