"DXXPT62Y.Code.or.Value","DXXPT62Y.Value.Description","DXXPT62Y.Count","DXXPT62Y.Cumulative","DXXPT62Y.Skip.to.Item"
"64.3 to 307.1","Range of Values",3291,3291,NA
".","Missing",417,3708,NA
