"AUXRR242.Code.or.Value","AUXRR242.Value.Description","AUXRR242.Count","AUXRR242.Cumulative","AUXRR242.Skip.to.Item"
"-19 to 47","Range of Values",2160,2160,NA
".","Missing",208,2368,NA
