"DXXPT58Y.Code.or.Value","DXXPT58Y.Value.Description","DXXPT58Y.Count","DXXPT58Y.Cumulative","DXXPT58Y.Skip.to.Item"
"65.8 to 303.9","Range of Values",3291,3291,NA
".","Missing",417,3708,NA
