"DXXPT80Y.Code.or.Value","DXXPT80Y.Value.Description","DXXPT80Y.Count","DXXPT80Y.Cumulative","DXXPT80Y.Skip.to.Item"
"106.1 to 341.1","Range of Values",3301,3301,NA
".","Missing",407,3708,NA
