"DXXPT17Y.Code.or.Value","DXXPT17Y.Value.Description","DXXPT17Y.Count","DXXPT17Y.Cumulative","DXXPT17Y.Skip.to.Item"
"171.5 to 399.4","Range of Values",3281,3281,NA
".","Missing",427,3708,NA
