"DXXPT46X.Code.or.Value","DXXPT46X.Value.Description","DXXPT46X.Count","DXXPT46X.Cumulative","DXXPT46X.Skip.to.Item"
"48.6 to 551.2","Range of Values",3107,3107,NA
".","Missing",601,3708,NA
