"TYXP078.Code.or.Value","TYXP078.Value.Description","TYXP078.Count","TYXP078.Cumulative","TYXP078.Skip.to.Item"
"-190 to 109","Range of Values",8466,8466,NA
".","Missing",3,8469,NA
