"DXXPT75X.Code.or.Value","DXXPT75X.Value.Description","DXXPT75X.Count","DXXPT75X.Cumulative","DXXPT75X.Skip.to.Item"
"574.8 to 1153.1","Range of Values",3263,3263,NA
".","Missing",445,3708,NA
