"DXXPT60X.Code.or.Value","DXXPT60X.Value.Description","DXXPT60X.Count","DXXPT60X.Cumulative","DXXPT60X.Skip.to.Item"
"74.8 to 614.9","Range of Values",3241,3241,NA
".","Missing",467,3708,NA
