"AUXRR221.Code.or.Value","AUXRR221.Value.Description","AUXRR221.Count","AUXRR221.Cumulative","AUXRR221.Skip.to.Item"
"-24 to 72","Range of Values",1676,1676,NA
".","Missing",131,1807,NA
